Accident_Occurred,Hours_Worked,Weather_Risk_Index,Machine_Age_Years,Employee_Experience_Years,Safety_Violations,Inspection_Frequency,Job_Risk_Level,Shift_Type,Area,Employee_Age,Noise_Level_dB,Temperature_C
1,8,0.0493453472776646,18,21,4,1,1,1,1,61,54.520039501747206,33.69886598748573
1,8,0.3979556380413656,16,10,5,10,2,1,0,49,78.7658980914064,17.091328549900652
1,6,0.9139278612530924,16,19,9,11,1,0,1,31,86.70662716258107,25.91263682632485
1,7,0.038236375595128824,3,18,5,3,1,0,0,43,85.20443356540342,14.349474356488539
1,11,0.9390654403638969,6,26,7,2,3,0,0,56,73.50617919062293,36.076924967398945
0,8,0.4513625292851272,4,9,4,9,1,0,0,38,55.07513311106078,23.63343646077876
1,9,0.05025334603353282,2,12,9,2,1,1,1,28,56.14165615076325,18.285690558860907
0,9,0.36167664670862465,12,22,8,8,1,0,1,24,94.98970334016329,37.92929305566598
0,10,0.5825419109700255,4,12,6,5,1,0,0,27,62.28865667973923,34.72768973828966
0,11,0.2960048239911188,10,14,2,8,2,0,1,33,70.01363254427059,21.090374949478985
0,11,0.43371778712551246,6,7,8,7,2,0,1,35,90.31739183222967,34.947909206526504
1,9,0.9927992070939309,13,18,4,3,1,0,1,52,78.8572556443018,17.14168351422442
0,8,0.24601613992022286,1,4,0,9,2,0,0,22,60.11754162692954,28.221555145954312
1,9,0.47217762474532343,12,8,5,4,1,1,0,58,83.67493344685953,14.063315881670142
1,7,0.6780778730215254,4,22,4,6,1,1,0,42,65.57455176253441,24.360389708698207
1,9,0.9803127974598537,16,9,3,3,1,1,0,45,82.57488966067731,23.08640712164667
0,6,0.07376995118578267,2,12,3,6,1,0,0,20,79.07238548358143,15.527546950588025
0,11,0.12486141949248841,14,18,8,4,1,0,0,63,59.22590881663975,22.848025912179608
1,7,0.9075540418332415,14,19,5,2,2,0,1,61,72.80172077718063,29.172123983585355
0,9,0.7474096222346664,11,1,5,7,2,0,1,52,58.946041682531586,29.06337132522365
0,10,0.12663302081639471,13,11,1,5,1,0,0,38,54.774849217205904,22.040429846034346
1,8,0.8602538420237936,7,6,6,8,2,0,1,34,82.936015865272,29.12396152185802
1,9,0.4772748787500969,11,14,0,5,2,1,0,37,92.79035715359475,15.51780007552507
1,7,0.711068481069315,15,3,0,7,1,1,0,44,99.11197265948032,32.410754322648785
1,11,0.15707854869929816,14,8,3,7,3,0,0,48,50.84620563293205,25.362427863829947
1,11,0.9172647463519759,9,7,4,11,1,1,0,63,55.22549726095138,21.66952521209452
1,10,0.8549614117167528,11,0,7,11,1,0,0,23,78.67343422081048,22.767400032399394
1,8,0.982190838451293,10,29,5,1,1,0,1,64,81.89962588472697,21.652482378679707
0,7,0.7275086226223779,4,22,7,7,2,0,0,60,58.83206958229867,24.53979550348251
1,8,0.8958187690818271,9,15,5,3,1,0,0,43,92.48974405010671,23.31988467788176
1,9,0.07190986926535603,5,14,7,4,1,1,1,41,61.772561906134456,13.019046074914028
1,8,0.4443492276946248,7,24,3,9,1,1,0,30,58.57539433421152,34.085724437165325
1,8,0.22187145154740517,11,10,3,3,1,1,1,42,77.65370157998402,22.762852976743837
0,10,0.22733194596179307,11,21,4,8,1,0,1,46,50.02643006667495,36.83014781215744
0,7,0.0702157534483232,19,22,5,11,1,0,0,61,53.166254410359656,24.39991686793834
1,11,0.06366880699813415,18,9,7,2,3,0,1,56,83.95011627910235,10.718181003087526
0,9,0.04005319879246061,9,22,6,11,2,0,0,30,82.00592910868949,17.7350493426354
1,10,0.06250433996822335,1,10,4,2,3,0,0,38,71.02514905404618,12.866735605085642
1,8,0.5603933402655883,2,5,3,2,1,1,0,29,73.38320118328882,19.96201913452733
0,6,0.5829304449622517,16,1,2,8,1,0,1,56,68.72314043231131,34.68082911304258
0,9,0.6327285045503276,11,9,8,4,2,0,1,37,72.29495099309145,30.077513327282333
1,10,0.8661046385423203,10,17,0,2,2,0,1,30,52.255253013103605,37.23091702802291
1,6,0.9000819080502681,3,9,0,1,1,0,1,51,52.93857725521238,25.191420654011726
1,7,0.8045957709150552,11,22,0,4,3,0,0,34,87.49182947461289,12.51373283301755
0,8,0.14946191780947682,16,9,8,6,1,0,1,24,54.070381214849036,30.941876724812655
1,9,0.3028819066532754,15,14,1,2,2,1,1,62,83.83744251359498,23.031575747910654
0,10,0.05205903205780993,2,12,2,3,1,0,0,64,71.02385331336703,11.612571400564287
0,6,0.7262960954026532,1,12,6,10,2,0,1,51,95.05142417661008,32.56673552040837
1,10,0.8569075735407159,11,23,6,3,1,0,0,20,91.12490939112334,15.441464396577548
0,6,0.07402460254007937,10,5,0,8,1,0,0,30,97.96466242301315,37.028538471696194
0,9,0.4798767199541307,18,13,7,11,1,0,1,37,82.91734337361876,32.717332652991885
1,10,0.496476056516054,4,28,5,6,1,1,0,33,51.93745130926749,36.61230303756717
1,6,0.9238416496758004,8,18,4,3,1,1,0,55,54.04184721716314,12.384035044656951
1,6,0.6173488600436111,6,27,7,11,2,1,1,41,80.21052789935258,34.604988394943334
0,10,0.7261247331184527,18,17,8,10,2,0,1,46,96.92741116260035,13.44752100851956
1,8,0.1786044942027889,19,5,5,11,1,1,1,23,87.42798459825053,23.494550868924925
1,11,0.5955446381363123,9,28,7,5,2,1,1,22,78.39910117309915,33.453217889619054
0,7,0.10477179351391108,14,6,5,11,1,0,1,64,51.862690062868886,22.177761419422232
1,6,0.9396561794474159,16,19,6,2,2,0,0,24,89.85662592564427,27.993088946909392
1,11,0.9656461841562682,3,13,5,7,1,0,1,22,68.72419224201761,23.49906634249907
0,9,0.6168436090569883,1,13,7,1,1,0,1,19,92.27439946536954,31.65903827061578
0,9,0.22239945487007218,6,15,0,7,1,0,1,47,65.42269275431602,18.4797199777
0,9,0.7633927881225248,16,15,3,9,1,0,1,46,96.35293902950372,30.731755903683037
1,11,0.3486727592508886,11,0,4,8,2,0,1,23,86.88984443653963,27.97606129729783
1,8,0.6600212936436759,14,22,6,6,2,1,0,55,81.06548401517503,27.28438287640173
1,6,0.38546833303535233,4,29,9,10,2,1,0,48,89.0863185281049,11.046627627491999
1,8,0.7482777346735445,2,28,0,8,3,1,1,28,77.63240825312877,26.7937703104159
0,10,0.3118343277470724,2,4,2,11,1,0,0,20,68.61094090103519,20.14084277600046
1,11,0.8866801366799623,2,27,5,3,1,1,1,44,52.66176121574833,11.235440537731025
1,10,0.8391118355946654,16,13,7,1,1,1,0,57,79.33977632811872,10.795351395374773
1,8,0.4977645293137051,7,16,5,2,3,0,0,25,70.3234321617529,14.252932573769431
0,8,0.7549408722281623,11,11,7,7,2,0,0,38,64.18128283576974,26.848737506757793
1,7,0.9760826976058574,3,24,6,11,1,1,0,34,52.8261113766857,19.28432609959951
1,7,0.520466788795909,9,16,7,11,1,1,0,31,98.88812327464946,13.559383441806691
1,10,0.6504968930080397,7,16,6,4,2,1,1,39,96.08219788143136,19.16840808555662
0,8,0.5818915852081172,17,4,8,7,2,0,1,28,86.43088040610357,31.366555910930572
1,9,0.9812569854370161,12,22,1,7,1,0,0,43,66.02050700530415,33.855937053866995
0,7,0.24775609855691716,17,27,4,7,1,0,0,32,94.93210040884465,36.399968766888605
0,9,0.5824566944085359,7,21,9,1,1,0,0,56,57.25207124253634,14.118384762364032
1,7,0.4883450936624495,12,22,7,8,1,1,1,63,99.73637745761697,12.220087681948147
0,8,0.7191964413431771,3,15,8,2,1,0,1,55,57.961454462721015,30.9160792667752
0,8,0.7533641643246269,11,28,0,10,2,0,1,37,64.1089468779056,26.8524027674155
1,6,0.20590213748310837,11,9,0,1,2,1,0,62,51.90026992110598,36.89021583352268
0,11,0.3866640028418168,1,9,7,4,1,0,0,42,55.6654258478288,22.4594638969345
0,11,0.3811065663222535,18,28,7,8,2,0,1,64,90.57789567912408,14.70331506511042
0,9,0.02904273682791436,1,9,7,9,1,0,0,50,90.96997772573522,38.52801966701884
1,6,0.04700622792321185,12,28,8,9,1,1,1,33,62.30667803710253,21.923652658488308
0,10,0.25453724252235255,16,8,4,11,1,0,0,46,51.46462804763016,27.578110958743437
0,6,0.44707851979085356,7,21,6,3,2,0,0,34,61.915348740177265,17.377411091758198
0,6,0.5855577707864047,16,5,2,8,2,0,1,19,55.87886355249197,24.056608056130585
0,10,0.05342592783181532,11,24,5,9,1,0,0,47,86.15782451750583,15.879759682970302
1,10,0.2086127631876763,9,13,8,9,1,1,0,46,57.552023197758785,28.637404951415835
0,9,0.7318914160941775,1,8,9,1,1,0,1,57,61.24370257731274,38.487835160434855
0,9,0.37146093506585676,2,14,1,1,1,0,0,23,56.36066008483145,21.88594206558468
1,11,0.292093728284331,19,2,5,3,2,0,1,19,75.22279923165493,37.30779121954184
0,9,0.733284178959765,7,29,5,1,1,0,1,33,66.46817145807384,35.876509307306705
0,10,0.43287438068605855,13,29,7,6,2,0,1,26,68.91106513304838,33.707643729548124
0,7,0.6847087388363102,18,5,7,4,1,0,0,58,97.08801425329818,22.976231524555473
0,7,0.7884824617905198,12,0,9,3,1,0,0,53,86.73391680584389,29.371212074716013
1,10,0.4043329530548341,19,14,9,6,3,0,0,28,78.99719156650389,34.33462053766719
1,8,0.15385093862608523,8,5,7,8,2,1,1,22,64.95440988599627,15.696125094573915
0,7,0.488401853403431,1,24,0,8,2,0,0,19,82.02527814455793,14.295107125281518
0,8,0.09164427023274113,16,26,9,11,1,0,1,56,55.23322444020546,20.183570744475173
1,11,0.3886112049354866,4,2,5,4,2,1,1,61,95.12303282562664,38.23535691714149
1,9,0.6681195749051652,18,16,4,5,3,0,0,41,95.77444962555495,32.96493645237665
1,7,0.5840416467500548,18,15,1,3,3,0,0,45,98.76247115688413,32.470009305806094
0,10,0.5561380971319156,5,6,9,10,1,0,0,55,94.6252472133075,21.99647325707386
1,11,0.9783802937214765,9,3,7,7,1,0,1,46,66.57755861339203,18.913725472465494
1,11,0.9260736366481888,12,3,3,6,1,0,1,25,90.47956053311265,23.358429951753685
1,7,0.48758857801374744,6,29,5,10,2,1,1,64,59.0899690898532,26.82798790066418
1,7,0.3365209483059055,16,12,9,7,1,1,1,21,66.91137784971721,31.32723165411548
0,11,0.12129310406148242,11,24,6,4,2,0,0,21,59.64273709546834,36.72095679730483
1,6,0.9457196457328259,1,18,1,11,3,0,1,32,73.51336420766123,28.816258657290494
1,8,0.9362567443644836,13,20,8,2,2,0,1,45,59.012389373974,34.53594085023027
0,11,0.5345226629416336,6,15,4,1,2,0,0,61,65.6674800421954,21.65850326680109
1,11,0.6113058712645474,17,28,3,4,3,0,0,38,91.31040111392286,22.061153934024652
0,7,0.10164757787957157,17,17,3,2,2,0,1,28,57.618663502001155,18.37746330146111
0,8,0.42601752738985854,4,9,7,11,2,0,1,50,98.6018252706869,19.76972440958227
0,9,0.19211571852522924,18,23,1,11,1,0,1,57,83.45965963491736,16.217726814613336
0,8,0.47946440309877314,19,12,1,9,1,0,1,47,72.13901916339334,20.495110499312137
0,7,0.3190480428236283,15,26,3,7,1,0,1,19,84.2649103279937,22.238220153629555
0,6,0.7127415644919627,8,3,6,5,1,0,0,37,91.00888259089885,35.358046855787634
1,10,0.9881118920243288,3,19,4,10,1,0,1,21,53.07182409319833,37.88187576449843
0,8,0.5477663956011113,7,24,9,11,1,0,1,19,53.41447795508312,27.94490264718377
1,7,0.20661933795116127,15,19,6,9,1,1,0,34,87.07962130689862,20.37250739145835
0,6,0.4182078586638228,18,29,8,8,1,0,0,45,78.06177700522899,23.02125751127827
0,11,0.475101918263628,19,24,5,9,1,0,1,52,75.91517565772436,27.380317627755304
0,8,0.6438873273880154,11,6,9,8,2,0,0,22,82.59845449246825,28.892822998195374
1,6,0.5604375550637907,15,16,1,8,1,1,0,43,81.8079850919778,23.818956079117502
1,7,0.8969496671977764,7,13,2,6,2,0,1,59,79.19539707189875,32.14376330744399
0,11,0.14362252522663688,9,25,5,6,1,0,0,46,96.1480403822051,23.18164096581137
0,10,0.43487982045061235,11,7,0,11,1,0,1,47,55.110600239689816,26.23546611149018
0,11,0.2051133042161537,14,27,8,7,1,0,1,36,55.06760999431118,34.39379511717305
0,9,0.6181984776926569,2,19,7,9,1,0,0,30,90.07882832163702,34.41184336597671
1,10,0.6812105446371038,2,23,4,4,1,1,1,51,65.75546929626242,32.322256102093164
0,11,0.24193994874362568,5,3,9,2,2,0,0,36,71.05035761971962,37.693772852534885
1,9,0.9518987577696277,17,25,2,11,1,0,0,44,86.26978203396428,16.848824857768676
1,8,0.8178014639528052,10,2,6,4,1,0,0,28,58.81462945837578,10.937975640746956
0,9,0.6231163191297131,17,13,7,4,2,0,0,46,95.13406999322454,23.69727160249095
1,8,0.9337021075091284,14,5,6,5,1,0,1,56,87.64094537354737,11.200210825098143
1,10,0.1583320159588144,11,19,0,1,1,1,0,22,50.51868976637463,37.419892017999516
1,7,0.8231981862545052,4,7,6,3,2,0,0,57,85.4478877872001,27.536800465551924
1,11,0.03488526242384504,7,22,7,10,1,1,1,21,65.6389806771823,15.660459219717719
0,8,0.5046169293384273,7,9,8,3,2,0,0,49,51.59887863828219,14.218311205225811
1,6,0.32557189737995884,8,26,5,6,2,1,1,28,83.2713791424294,31.948465011975188
1,9,0.6711813728384145,5,21,6,6,3,0,1,31,92.52313086075051,35.193346292019235
1,6,0.6307044026957224,2,6,5,3,2,1,0,28,88.63123148396946,10.15393395950991
1,6,0.8844063039522333,6,7,7,11,1,0,0,25,86.76641759471524,31.49732053034634
0,10,0.5982525914269406,13,22,8,2,1,0,1,45,71.6093288354252,12.993754346455233
1,10,0.34607365035360715,1,27,0,3,1,1,0,47,62.77257636078965,25.07415681761679
1,11,0.4708364540483776,2,22,0,5,2,1,0,58,63.29493354977161,37.10103275261089
0,6,0.6126692009268591,14,6,1,8,2,0,0,36,58.579401753734764,21.902164602983746
0,6,0.2137625216523259,19,2,6,8,2,0,1,50,67.04095848780848,12.43941013124168
1,6,0.8457220829799829,17,22,3,4,1,0,0,25,87.39560066647513,25.84792772380429
0,7,0.3049192832792865,8,6,7,6,2,0,1,58,61.89938801923954,26.46448040819281
0,7,0.06879655904565252,17,6,6,5,1,0,1,53,91.15733413596486,26.670340263935376
1,6,0.4860386267613067,19,8,5,9,1,0,1,27,92.08828446768919,31.39891415334365
0,8,0.17169542162798324,7,16,0,3,2,0,0,55,73.38596168591172,34.24713467993334
0,11,0.46945677995321267,9,19,4,9,1,0,0,37,73.90878626749729,33.85542891328103
1,11,0.864921647017612,15,20,9,1,1,0,0,52,86.8760933753207,25.1240196131211
1,6,0.9141587965715805,11,17,2,5,1,0,1,31,94.59250498817835,19.248475834331543
0,7,0.3868287106931474,19,22,1,4,1,0,0,39,76.66701335295828,17.006095918206974
0,10,0.6851371332254301,2,14,2,4,1,0,1,26,52.1488918594634,32.30752242320169
0,8,0.20394010260891948,2,11,0,10,2,0,0,32,73.52363513302421,29.18129482924044
0,7,0.18652199821555604,19,6,9,2,1,0,0,24,89.8705898289006,16.176936867545738
1,9,0.9620561065668903,12,26,6,3,3,0,1,60,56.1556414971846,22.900193030065758
0,9,0.7768098541549607,7,2,9,10,1,0,1,31,59.06958878322094,39.31782420270407
0,6,0.1476661619449111,8,29,9,10,1,0,1,21,69.49104688958622,22.208359621166196
1,6,0.9361564159087136,7,2,4,11,1,1,0,38,79.67410999247915,21.527108441954077
1,10,0.8781235994110803,10,18,1,7,1,0,0,55,57.515266280414565,33.21814110709174
0,10,0.09434903905849801,8,23,8,3,1,0,0,59,87.93905877755518,35.245337084149426
0,9,0.5657549769777984,12,18,4,5,1,0,1,54,59.895171373304414,21.969777782592374
1,7,0.7610238704688056,15,5,3,7,1,1,0,57,63.45146375118968,22.43153781939273
0,6,0.09325908741908773,17,18,1,11,1,0,0,36,82.79367177922842,33.9704098633558
0,7,0.11693738849557367,6,0,3,4,2,0,1,42,87.97560120652065,29.125610131331083
1,10,0.2960951499441222,13,25,2,4,1,1,0,57,88.2233651882234,12.743550081316588
1,10,0.08495337932044034,2,12,1,1,1,1,1,38,95.32205056788504,33.74724548355993
0,9,0.6823805311308899,5,27,7,7,1,0,1,19,91.52933838513104,16.6626041485455
0,6,0.6753772730859097,6,24,9,7,2,0,0,29,71.57030739152557,31.695984983792094
0,7,0.09535471794605832,7,10,5,8,1,0,0,51,64.45478971167026,13.79728597148979
0,9,0.16140397232294112,10,5,8,4,1,0,0,30,86.28139079006593,19.570066397485434
1,7,0.989905105690996,10,24,3,5,2,0,0,33,63.07716535409693,38.89212707042015
1,8,0.15186888961801814,19,18,6,6,1,1,0,46,77.76704532248229,35.3140808337725
1,6,0.9804857393554741,13,24,9,6,1,0,1,47,82.86127443673365,24.08460433494626
0,10,0.5835201604350153,18,17,7,3,1,0,0,61,52.96339558608698,16.1724428734643
0,8,0.7582879515602011,7,22,2,6,1,0,0,55,87.99288815627921,19.844650322218055
1,11,0.8845723452442905,14,26,6,2,1,1,1,20,80.09918428530018,29.219085887600514
0,9,0.0002334951493544457,5,0,8,9,1,0,1,29,82.53259929590112,11.510179403880501
1,11,0.12134219402330548,12,21,1,3,1,1,0,53,60.80334463196163,30.83325406987947
0,6,0.2516141719696692,7,8,0,7,1,0,1,53,83.66598606684485,20.475166025289404
1,6,0.8561215462088071,1,2,2,6,1,0,1,54,50.96946865184093,33.4518431437331
1,6,0.06261869209385096,1,28,2,8,2,0,0,53,99.04738655769765,34.71252794207679
1,8,0.9274709152739036,13,18,6,3,1,0,1,19,87.63502130904132,14.5032799098523
1,7,0.4669780616818492,11,7,1,7,2,1,0,60,87.52052436313835,37.471012697119505
1,6,0.7081290262557778,12,13,3,10,1,1,0,53,74.20924334966017,19.37828781352415
1,7,0.9936869766482369,8,2,2,7,2,1,1,40,89.28755470794701,18.419974740306895
0,8,0.5413793517913545,19,5,3,4,1,0,0,64,56.2157657652743,23.569148695311107
0,7,0.5164834914305804,5,8,4,6,2,0,1,51,58.877790877849854,38.92439484498432
0,7,0.6123155925544258,9,3,3,7,1,0,0,23,63.90036577101332,19.067939666293363
1,9,0.6222916888638306,15,2,6,2,3,1,1,39,59.08415416483998,24.085113088129358
0,10,0.6366247904327923,4,6,3,11,2,0,0,32,53.3218640711551,24.934653260787325
1,7,0.8340370228640348,9,25,9,4,2,0,1,58,89.28167118580187,12.215773156976274
1,6,0.47674292145669106,7,28,0,7,1,1,1,34,87.23034117162408,33.30526752887626
0,11,0.5451194450738943,6,13,6,5,2,0,1,63,97.80268175624052,11.5513460345284
0,7,0.4157029799194343,14,8,9,8,1,0,1,50,78.36057724845026,36.38825073326336
0,6,0.27567331855875665,16,17,2,11,2,0,1,60,61.02934437603959,24.259993334381445
1,7,0.18215530939412727,12,26,6,5,1,1,1,21,63.585872075686126,29.689325945624773
1,6,0.9431585895628193,11,5,3,9,1,0,0,21,72.96391637954277,37.78895453424817
1,11,0.8769111500656297,5,5,2,4,1,1,0,63,65.68295268419263,26.29247503280338
0,10,0.6786405178791217,1,10,8,2,2,0,0,51,85.79328812718687,33.02091629269054
1,11,0.2530489935054355,17,21,7,10,3,0,0,48,82.40215551658164,37.74683854219808
0,8,0.025884688015745172,14,17,6,6,1,0,0,44,81.25840808009426,30.67352042370403
0,9,0.2547777763461351,19,29,5,3,1,0,0,64,70.62355098185796,30.220311755611398
0,7,0.04023459926989148,14,3,0,9,1,0,1,43,71.3366278551955,27.80028228147866
0,8,0.6928071559668842,3,26,8,7,1,0,1,51,80.48613456757285,24.2102341148679
1,11,0.9593251058044527,1,22,5,4,1,0,0,43,56.838445368216725,36.65026359623106
0,10,0.5844380170767197,3,6,3,2,1,0,1,21,70.41943969535173,13.519470557047022
1,9,0.2420124379226728,11,28,2,9,2,1,1,54,57.96070070292477,10.617965567152085
0,6,0.057239933229503825,17,27,1,11,1,0,1,34,52.49246053699861,15.726925140774913
0,10,0.17695328006295652,14,9,1,6,1,0,1,46,99.85185295210277,19.180143458391022
0,9,0.29839769894856194,7,14,4,4,1,0,0,20,63.46272731569153,17.42641311000536
1,10,0.3253982882113051,11,17,6,10,3,0,0,22,51.94783499975656,18.097542954083153
0,8,0.3580795320767177,17,5,7,1,1,0,1,59,64.89357411203154,16.65758679854425
0,8,0.7140008504788757,3,8,8,3,1,0,1,33,65.42014890252783,11.663695454623685
0,7,0.5128436302557842,16,24,0,5,1,0,1,22,70.78621941092213,14.594979351838516
0,6,0.40273947981221647,2,4,0,11,1,0,0,23,54.851419854045375,34.07713649015112
1,7,0.06947049421615681,11,13,6,2,1,1,1,39,54.770866656491386,29.912674399479247
1,11,0.8747341404243445,3,12,0,7,1,0,1,51,54.79986576552642,38.96790229230121
1,11,0.3317265427794165,1,22,1,8,2,0,0,31,75.36318432381702,10.498707591854973
1,6,0.9939841879953861,13,25,6,1,2,0,1,21,86.70067801539545,28.292223799078204
0,6,0.29338592802194385,18,26,9,2,2,0,1,46,98.48579151333314,19.695261859477533
1,6,0.16644747665601523,17,10,5,2,3,0,0,30,66.3275554745616,34.92051770191117
1,7,0.8259986230265439,15,0,8,4,1,0,1,47,58.614835382632954,20.039344531445984
0,6,0.7460103192892109,9,18,4,11,1,0,0,26,66.61360431371193,11.689318619134314
1,8,0.3328857473238579,12,1,2,10,3,0,0,49,94.23199996904722,29.977535951335447
1,9,0.48194343697385267,8,20,5,8,2,1,0,38,66.98408421790641,26.36552692736408
1,11,0.9507303601256648,16,9,0,7,1,0,0,51,58.39641962376148,24.534114150885983
0,6,0.6683908929708394,8,16,6,4,1,0,1,61,85.57862101052774,27.993641595167023
1,6,0.8590473263128219,14,10,8,1,1,0,0,35,74.08949365382686,22.33522308357466
1,8,0.6092070636230574,8,3,7,2,1,1,0,63,53.44457722944356,28.655338506268333
1,6,0.9052291270603641,14,12,8,9,1,0,0,42,89.6138201469868,27.57670640912157
0,9,0.3353612102735317,7,11,0,3,2,0,1,42,87.07252617646563,18.70286594671683
1,9,0.47898611885685816,18,20,2,8,2,1,1,27,60.06828830605213,21.577394147558735
0,8,0.34737189933842316,19,23,2,3,1,0,0,50,68.2719300903342,11.157057237206198
0,6,0.5309387771846021,4,27,4,9,1,0,1,52,86.6524352781644,19.157015862352974
0,10,0.5438854969059748,17,18,5,8,1,0,0,54,83.19547072711086,37.221419475800275
1,9,0.9785414342486797,11,12,5,11,2,0,0,44,52.65195899156579,32.31385855440687
1,8,0.8322349561348343,10,16,8,6,2,0,0,24,57.97451931119649,14.06684512969552
1,7,0.42164410628526783,18,21,0,5,1,1,1,54,95.9376282324238,25.579724040778437
1,8,0.3708945102615542,10,17,0,4,1,1,1,53,93.9838574854951,12.810912277808493
1,10,0.6164717823274397,11,9,6,9,1,1,0,39,70.4925924458336,38.70675889382103
0,11,0.7087252088882166,4,29,4,1,1,0,0,59,73.51217801715597,22.51662631963561
0,8,0.547248542489738,6,21,0,6,1,0,1,64,66.3651001290382,19.954800282480235
0,6,0.757061630836787,12,15,0,10,2,0,1,51,58.77274519966706,12.566372606921817
0,8,0.4869357166952907,10,13,4,1,1,0,1,25,52.78353688829524,39.993431944401436
1,8,0.16089505285296868,16,7,8,9,2,1,1,56,90.10173741881084,32.93540367213426
0,9,0.5330719051201911,13,10,3,6,2,0,1,53,84.27041269840844,10.18678535882984
1,8,0.021782241418816017,10,27,2,10,3,0,0,32,99.10043966565189,20.677470672643494
0,8,0.06417645729189125,16,18,4,5,1,0,0,38,51.828788837406876,17.675279407901886
0,9,0.3077575651417802,11,23,1,9,1,0,0,48,55.717596535794925,31.351437689326193
1,9,0.8006111615558514,16,22,4,1,1,0,0,45,84.80925303583398,24.39004843471797
0,10,0.16106702710641785,19,4,9,2,1,0,0,34,90.14100692462566,28.118855432740528
1,10,0.4542883321230682,13,2,4,5,2,1,1,61,78.86922988178318,34.08082675326312
0,11,0.7536645684811292,9,24,7,2,2,0,0,39,73.26912952604516,29.19702568469523
0,11,0.31227637664978247,17,19,6,9,2,0,0,32,67.04893999873195,21.22490845735964
0,9,0.31945817619184447,10,11,2,6,1,0,0,32,85.57776919401287,39.72654254435574
1,11,0.9751440417443046,7,28,1,11,1,1,1,57,85.18464790543342,34.911514163580065
1,10,0.9645894977966519,4,17,6,8,1,0,0,32,66.54672841797336,39.96186376738556
1,8,0.732015284036234,18,2,6,11,1,1,1,58,99.87539170386134,32.634439283611506
1,8,0.902162796524517,19,9,4,11,1,1,1,64,89.43719517982473,18.620065522207977
0,8,0.38659044145469945,2,8,3,8,1,0,0,45,70.61692987054867,27.422461552510182
0,11,0.17638027231412878,10,18,5,2,1,0,0,25,67.10648161367762,17.83241192211641
0,11,0.6802820583626137,6,4,6,4,1,0,1,59,57.66519024156925,37.52624456581216
0,7,0.7876088143823133,1,9,9,11,2,0,0,18,97.82037145789187,32.299454658105226
1,8,0.89865386182803,4,15,9,3,1,0,0,28,63.22040096538797,25.73218874264768
1,11,0.5641166091716716,18,16,4,7,1,1,1,31,98.18676232053934,13.355188103368059
1,10,0.5999647028870119,5,11,7,11,1,1,1,27,97.17202748058169,22.644599187451504
1,8,0.6562183128890478,7,9,2,2,3,1,1,48,96.94378646026504,29.536635647778567
1,8,0.7577924879600674,16,4,9,6,1,1,0,22,74.83360284903887,35.035167686970276
1,9,0.9852908343138743,8,28,4,4,1,0,1,39,53.60783713001119,27.434798554616123
1,6,0.6940312292993522,6,2,4,2,1,1,0,48,61.10391302588749,12.880740361154743
1,11,0.9712318974617364,16,14,5,10,1,1,1,30,59.1428748806698,24.594237122653716
1,7,0.8984874398848259,3,21,6,6,2,0,1,50,84.63393205873317,10.637912544087257
0,8,0.2611089948940164,10,13,6,11,2,0,1,20,65.2724275202005,24.54316191095807
1,6,0.854698889621409,1,23,1,11,1,0,0,32,87.20720063629936,39.08085939678968
1,9,0.29116104691974354,13,26,1,2,1,1,1,53,86.03330931559664,13.398868272854317
0,7,0.7565852589109673,15,7,0,9,1,0,1,43,50.060295351115805,12.217709550760569
0,9,0.09911189810976306,15,28,8,3,1,0,1,51,59.988917639712255,10.513213433179123
1,9,0.9878204655762954,5,14,3,10,1,0,1,62,57.73605107679841,12.13161285580641
0,11,0.3526662105536279,9,6,1,3,2,0,0,44,74.5220371151608,22.555396056551235
0,11,0.4677784681431747,3,2,7,3,1,0,0,24,57.81031294028301,31.5588169647928
0,11,0.22785970618106788,18,27,7,9,1,0,0,24,95.48570879259681,23.538437440882
0,10,0.14563163647972177,7,17,5,7,2,0,0,63,82.33914725956802,37.196486252500385
0,9,0.2587685664588787,10,20,1,11,2,0,1,22,52.33425292314042,18.811173425151015
1,6,0.8903789626611092,16,3,6,4,1,0,0,59,92.06197136804244,12.074194477408405
0,8,0.46009754500352174,19,18,0,8,2,0,0,32,69.09478014738457,38.35020843665704
1,8,0.9002298590319637,17,0,6,1,1,0,1,63,61.92334015857628,30.6673401344356
0,7,0.697844853262506,2,27,4,2,1,0,0,60,93.59246076881058,32.926562124418744
0,8,0.031677355508578864,8,3,1,5,2,0,0,35,52.47327974776889,38.58723694190332
1,8,0.7621005670854558,15,19,0,9,3,0,1,60,51.24164243597969,37.6905214311708
0,9,0.32502831362454043,13,2,3,10,1,0,1,21,98.02571422855573,11.625636185198685
0,7,0.28638494752426036,14,10,5,2,1,0,1,20,57.8925953993099,11.122876084655225
1,6,0.8028062391507332,5,19,7,11,3,0,0,50,72.08777947945276,37.55307078803277
1,6,0.846702458983906,14,27,2,6,1,0,0,34,62.288670948350955,19.589919026125152
1,8,0.33420134025357773,15,17,2,1,2,1,1,37,76.80817533683329,35.82493283541418
1,10,0.8610533084711339,10,6,2,6,3,0,1,49,86.46217880463074,23.945311567899395
0,11,0.0725508431894657,5,3,7,7,1,0,1,33,61.42801244018072,13.49240652082635
0,6,0.3209082570301287,14,10,1,11,2,0,1,34,79.47679855301108,23.424230893801024
0,11,0.6157458190549707,6,9,8,1,1,0,1,46,81.39009396098686,26.666813621071196
